Time,e_0,e`_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1,N_hat_1,N_hat_2
9.584, -0.0262602, -0.00561531, 1.54401, -1.96058, -0.101195, -0.319074, 0.129822, -0.367131, -0.127456, -0.324689, -2.07378, -1.01418, -0.0799195, -0.388846, 14.2508, -7.54494, 0.351351, -0.0607699
9.585, -0.0279339, 0.00123464, 1.54356, -1.96202, -0.101805, -0.326908, 0.1287, -0.367799, -0.129739, -0.325674, -2.28334, -0.984459, -0.206138, 0.250854, 14.2508, -7.54494, 0.233495, -0.0553196
9.586, -0.0285007, 0.00486064, 1.54332, -1.96279, -0.103024, -0.331182, 0.128067, -0.368134, -0.131525, -0.326321, -1.78601, -0.647308, -0.323297, 0.292032, 14.2508, -7.54494, 0.119168, -0.0322707
9.587, -0.0284394, 0.00966686, 1.54282, -1.96445, -0.105768, -0.33688, 0.126533, -0.368716, -0.134207, -0.327213, -2.68196, -0.891532, -0.440045, 0.356944, 14.2508, -7.54494, 0.00211416, 0.00861092
9.588, -0.0289318, 0.0159317, 1.54213, -1.96659, -0.108206, -0.344358, 0.124743, -0.369625, -0.137138, -0.328426, -2.93079, -1.21345, -0.549587, 0.454321, 14.2508, -7.54494, -0.104969, 0.0746694
9.589, -0.0304645, 0.018248, 1.54158, -1.96832, -0.109425, -0.347563, 0.123122, -0.370216, -0.13989, -0.329315, -2.75197, -0.888719, -0.673861, 0.548301, 14.2508, -7.54494, -0.221586, 0.157071
9.59, -0.0321537, 0.0172593, 1.54116, -1.96974, -0.11034, -0.347207, 0.121641, -0.370556, -0.142493, -0.329947, -2.60355, -0.632544, -0.809057, 0.621875, 14.2508, -7.54494, -0.348344, 0.235587
9.591, -0.0337201, 0.0128704, 1.54061, -1.97147, -0.111559, -0.343646, 0.119971, -0.371095, -0.145279, -0.330775, -2.78563, -0.827807, -0.939634, 0.654159, 14.2508, -7.54494, -0.471098, 0.28981
9.592, -0.0334001, 0.00872941, 1.54028, -1.97249, -0.113997, -0.340085, 0.118957, -0.37139, -0.147397, -0.331355, -2.11845, -0.579917, -1.09655, 0.674913, 14.2508, -7.54494, -0.629613, 0.331267
9.593, -0.0331132, 0.00392966, 1.5398, -1.97379, -0.116436, -0.336167, 0.117903, -0.371991, -0.149549, -0.332238, -2.15162, -0.882546, -1.23014, 0.664235, 14.2508, -7.54494, -0.76463, 0.344587
9.594, -0.0342183, -0.00548543, 1.53921, -1.97544, -0.11796, -0.327621, 0.116366, -0.372583, -0.152178, -0.333106, -2.62906, -0.868462, -1.34478, -0.00656158, 14.2508, -7.54494, -0.873759, 0.320865
9.595, -0.0352402, -0.0118154, 1.53887, -1.97639, -0.118874, -0.321923, 0.115511, -0.372943, -0.154114, -0.333738, -1.93638, -0.632269, -1.53628, -0.0872998, 14.2508, -7.54494, -1.06015, 0.271775
9.596, -0.0349348, -0.0112777, 1.53815, -1.97839, -0.122227, -0.323347, 0.113541, -0.373561, -0.157162, -0.334625, -3.04747, -0.886684, -1.58455, -0.13684, 14.2508, -7.54494, -1.10994, 0.219546
9.597, -0.0323366, -0.0118563, 1.53764, -1.9796, -0.126799, -0.323704, 0.112633, -0.374231, -0.159136, -0.33556, -1.97383, -0.934706, -1.7915, -0.191915, 14.2508, -7.54494, -1.32988, 0.167364
9.598, -0.029703, -0.00878126, 1.5371, -1.98096, -0.131676, -0.327621, 0.111449, -0.374813, -0.161379, -0.336402, -2.24327, -0.842168, -1.87886, -0.214017, 14.2508, -7.54494, -1.43039, 0.129888
9.599, -0.0288483, -0.00831944, 1.53642, -1.9826, -0.135029, -0.329045, 0.110004, -0.37552, -0.163877, -0.337365, -2.49823, -0.962627, -1.96472, -0.249011, 14.2508, -7.54494, -1.52052, 0.0925848
9.6, -0.0276495, -0.00840617, 1.5359, -1.98386, -0.138382, -0.329757, 0.108894, -0.376067, -0.166031, -0.338164, -2.15398, -0.798949, -2.10595, -0.284878, 14.2508, -7.54494, -1.66774, 0.0571521
9.601, -0.0280671, -0.00719354, 1.5352, -1.98552, -0.140515, -0.331894, 0.10738, -0.376744, -0.168582, -0.339088, -2.55132, -0.924018, -2.17563, -0.311078, 14.2508, -7.54494, -1.73533, 0.024889
9.602, -0.0254882, -0.0106064, 1.53418, -1.98786, -0.146307, -0.329757, 0.105257, -0.377737, -0.171795, -0.340364, -3.21234, -1.27622, -2.16401, -0.375831, 14.3368, -8.07423, -1.73659, -0.0228005
9.603, -0.0253357, -0.0108672, 1.53344, -1.98951, -0.14905, -0.33047, 0.103744, -0.378434, -0.174386, -0.341337, -2.5908, -0.973014, -2.34966, -0.422509, 14.3368, -8.07423, -1.92301, -0.0681751
9.604, -0.0192687, -0.00806393, 1.5324, -1.99186, -0.158499, -0.334387, 0.101435, -0.379277, -0.177768, -0.342451, -3.38199, -1.11393, -2.26416, -0.443825, 14.3368, -8.07423, -1.86783, -0.103506
9.605, -0.0165069, 0.00336963, 1.53138, -1.99388, -0.163985, -0.347207, 0.0997715, -0.380398, -0.180492, -0.343837, -2.72462, -1.38638, -2.41908, 0.226619, 14.3368, -8.07423, -2.03655, -0.0902287
9.606, -0.0177231, 0.00490839, 1.53055, -1.99563, -0.165509, -0.349699, 0.098084, -0.381093, -0.183233, -0.344791, -2.7403, -0.954008, -2.4901, 0.257181, 14.3368, -8.07423, -2.10149, -0.0673606
9.607, -0.01734, 0.0114545, 1.5299, -1.99707, -0.168557, -0.356822, 0.0964639, -0.381417, -0.185898, -0.345367, -2.66496, -0.576064, -2.56656, 0.342081, 14.3368, -8.07423, -2.17986, -0.0151889
9.608, -0.0178628, 0.0131121, 1.52921, -1.99845, -0.170386, -0.359314, 0.0951481, -0.382003, -0.188249, -0.346202, -2.35163, -0.835146, -2.68837, 0.406026, 14.3368, -8.07423, -2.29906, 0.0404693
9.609, -0.0188761, 0.00539188, 1.528, -2.00096, -0.17313, -0.352548, 0.0924251, -0.382714, -0.192006, -0.347156, -3.75649, -0.954176, -2.49723, 0.389945, 14.3368, -8.07423, -2.10286, 0.0629858
9.61, -0.0138073, -6.04386e-05, 1.52711, -2.00271, -0.181055, -0.347919, 0.0905899, -0.3833, -0.194862, -0.347979, -2.85615, -0.822893, -2.70297, -0.236545, 14.3368, -8.07423, -2.33393, 0.0637571
9.611, -0.0100582, -0.00392429, 1.52655, -2.00374, -0.186846, -0.344714, 0.0895577, -0.383726, -0.196904, -0.348638, -2.04227, -0.658866, -2.85738, -0.271875, 14.3368, -8.07423, -2.5071, 0.0477462
9.612, -0.00663288, -0.00600755, 1.5256, -2.00545, -0.192942, -0.343646, 0.0878923, -0.384511, -0.199575, -0.349653, -2.67075, -1.01493, -2.76584, -0.310823, 14.3368, -8.07423, -2.43268, 0.0192147
9.613, -0.00712255, -0.00467046, 1.52485, -2.00678, -0.194771, -0.345782, 0.0865701, -0.385087, -0.201893, -0.350453, -2.3185, -0.799562, -2.85645, -0.323085, 14.3368, -8.07423, -2.52084, 0.000267475
9.614, -0.0116556, -0.0016131, 1.52331, -2.00952, -0.194161, -0.350056, 0.0836414, -0.386084, -0.205817, -0.351669, -3.92349, -1.21596, -2.59002, -0.317385, 14.3368, -8.07423, -2.23175, -0.00931976
9.615, -0.0131911, 0.000223673, 1.52273, -2.01066, -0.195076, -0.352192, 0.0821721, -0.386174, -0.208267, -0.351969, -2.44984, -0.299881, -2.95809, 0.298216, 14.3368, -8.07423, -2.59214, -0.00290188
9.616, -0.012259, -0.00148252, 1.52174, -2.01242, -0.199038, -0.351124, 0.0801174, -0.386605, -0.211297, -0.352606, -3.03038, -0.63786, -2.88688, -0.318741, 14.3368, -8.07423, -2.52559, -0.0113288
9.617, -0.00946808, -0.0042894, 1.52073, -2.01417, -0.204829, -0.348987, 0.0780846, -0.387073, -0.214297, -0.353277, -3.00041, -0.670233, -2.91372, -0.351759, 14.3368, -8.07423, -2.56638, -0.030312
9.618, -0.00723243, -0.00724108, 1.51988, -2.0155, -0.209401, -0.346851, 0.0767055, -0.38769, -0.216634, -0.354092, -2.33643, -0.815023, -3.05981, -0.398841, 14.3368, -8.07423, -2.72365, -0.0626359
9.619, -0.00642, -0.0145954, 1.51838, -2.01792, -0.213974, -0.340441, 0.0739013, -0.388442, -0.220394, -0.355036, -3.75965, -0.944364, -2.76931, -0.499353, 14.3368, -8.07423, -2.43721, -0.126381
9.62, -0.0105166, -0.0165553, 1.51693, -2.02034, -0.213974, -0.339016, 0.0707886, -0.38876, -0.22449, -0.355572, -4.09664, -0.535463, -2.73334, -0.580553, 14.3209, -8.49706, -2.38076, -0.197784
9.621, -0.00843459, -0.01742, 1.51518, -2.02305, -0.220374, -0.339016, 0.0674453, -0.389413, -0.228809, -0.356436, -4.31886, -0.864673, -2.68582, -0.661218, 14.3209, -8.49706, -2.34365, -0.274127
9.622, -0.0119206, -0.0136326, 1.51361, -2.02536, -0.220679, -0.343646, 0.0646186, -0.390051, -0.2326, -0.357278, -3.79085, -0.842029, -2.88343, -0.701527, 14.3209, -8.49706, -2.52383, -0.333368
9.623, -0.0159133, -0.00528342, 1.51187, -2.02822, -0.221898, -0.351836, 0.0603682, -0.389701, -0.237812, -0.35712, -5.21191, 0.158659, -2.52989, -0.680725, 14.3209, -8.49706, -2.15033, -0.354308
9.624, -0.0145851, 0.00673957, 1.51028, -2.03065, -0.22769, -0.363944, 0.056854, -0.3896, -0.242275, -0.357204, -4.46306, -0.0847256, -2.78877, 0.00789661, 14.3209, -8.49706, -2.41585, -0.325801
9.625, -0.0183521, 0.0159729, 1.50892, -2.03293, -0.228604, -0.37249, 0.0531139, -0.388738, -0.246956, -0.356518, -4.68144, 0.686671, -2.78867, 0.129666, 14.3209, -8.49706, -2.39692, -0.250192
9.626, -0.0191776, 0.0206335, 1.50817, -2.03405, -0.230433, -0.37712, 0.0513841, -0.388532, -0.249611, -0.356486, -2.65439, 0.0312235, -3.41248, 0.23945, 14.3209, -8.49706, -3.0166, -0.163703
9.627, -0.0254133, 0.0170703, 1.50702, -2.03593, -0.228299, -0.372847, 0.0482061, -0.387656, -0.253713, -0.355776, -4.10204, 0.710049, -3.1375, 0.300505, 14.3209, -8.49706, -2.71046, -0.0848376
9.628, -0.0269588, 0.0109648, 1.5056, -2.03832, -0.231957, -0.365368, 0.0439238, -0.386127, -0.258916, -0.354404, -5.20312, 1.37281, -2.847, 0.320355, 14.3209, -8.49706, -2.41224, -0.0344662
9.629, -0.0257981, 0.00226179, 1.50415, -2.04042, -0.237444, -0.356109, 0.0405062, -0.385417, -0.263242, -0.353848, -4.32582, 0.555864, -3.20833, 0.282577, 14.3209, -8.49706, -2.77937, -0.0287316
9.63, -0.0309866, -0.0065658, 1.50247, -2.0429, -0.237444, -0.346138, 0.0362214, -0.38413, -0.26843, -0.352704, -5.18845, 1.14348, -3.00502, -0.386631, 14.3209, -8.49706, -2.55013, -0.053802
9.631, -0.0367901, -0.0162065, 1.50135, -2.04459, -0.235615, -0.335455, 0.0331369, -0.382948, -0.272405, -0.351662, -3.97471, 1.04254, -3.56875, -0.504911, 14.3209, -8.49706, -3.08488, -0.123886
9.632, -0.0373113, -0.0237424, 1.50038, -2.04586, -0.238053, -0.327621, 0.0310558, -0.38251, -0.275364, -0.351363, -2.95967, 0.298559, -4.02316, -0.652354, 14.3209, -8.49706, -3.53669, -0.233664
9.633, -0.0363465, -0.0303615, 1.49895, -2.04787, -0.24354, -0.319786, 0.0274125, -0.381167, -0.279886, -0.350148, -4.5217, 1.21531, -3.58743, -0.805856, 14.3209, -8.49706, -3.10578, -0.354095
9.634, -0.0347502, -0.0359819, 1.49743, -2.04971, -0.249026, -0.313732, 0.0243898, -0.380607, -0.283776, -0.349714, -3.89021, 0.43345, -3.92291, -1.00196, 14.3209, -8.49706, -3.44923, -0.522129
9.635, -0.0363129, -0.0333886, 1.49618, -2.05131, -0.25116, -0.315513, 0.0215529, -0.379674, -0.287473, -0.348902, -3.69634, 0.812781, -4.11785, -1.1288, 14.3209, -8.49706, -3.63637, -0.661918
9.636, -0.0377233, -0.0328625, 1.49522, -2.05249, -0.252684, -0.315513, 0.0194677, -0.379031, -0.290407, -0.348376, -2.9344, 0.526027, -4.52681, -1.27512, 14.3209, -8.49706, -4.03828, -0.810863
9.637, -0.0392819, -0.0217871, 1.49386, -2.0542, -0.255122, -0.325484, 0.016318, -0.377817, -0.294404, -0.347271, -3.99704, 1.1044, -4.26172, -1.29974, 14.3209, -8.49706, -3.76542, -0.89082
9.638, -0.041271, -0.00894636, 1.4928, -2.05558, -0.256646, -0.337236, 0.0136659, -0.376591, -0.297917, -0.346182, -3.51317, 1.08911, -4.6028, -1.27416, 14.2388, -8.85425, -4.09656, -0.929431
9.639, -0.0435522, -0.000118985, 1.49204, -2.05669, -0.257561, -0.344714, 0.0113237, -0.375111, -0.301113, -0.344833, -3.19558, 1.34908, -4.89012, -1.22127, 14.2388, -8.85425, -4.37249, -0.920677
9.64, -0.0465164, 0.015086, 1.49075, -2.05846, -0.259085, -0.35789, 0.00768786, -0.372959, -0.305601, -0.342804, -4.48826, 2.02897, -4.46809, -0.454402, 14.2388, -8.85425, -3.93567, -0.829826
9.641, -0.045439, 0.0288791, 1.48944, -2.06029, -0.264876, -0.369286, 0.00382015, -0.370445, -0.310315, -0.340406, -4.71383, 2.39754, -4.4659, -0.25694, 14.2388, -8.85425, -3.93887, -0.701295
9.642, -0.0424992, 0.0337181, 1.48832, -2.06172, -0.271582, -0.37249, 0.000888884, -0.368696, -0.314081, -0.338772, -3.76593, 1.63403, -5.0486, -0.127828, 14.2388, -8.85425, -4.53623, -0.596355
9.643, -0.0470269, 0.0332236, 1.48696, -2.06356, -0.271887, -0.369286, -0.00311109, -0.365881, -0.318913, -0.336062, -4.83255, 2.71046, -4.64559, 0.030158, 14.2388, -8.85425, -4.11063, -0.435899
9.644, -0.0500426, 0.032169, 1.4856, -2.0654, -0.273715, -0.365368, -0.00713032, -0.362921, -0.323758, -0.333199, -4.84449, 2.86264, -4.7761, 0.143486, 14.2388, -8.85425, -4.2261, -0.317304
9.645, -0.0513685, 0.0296686, 1.48363, -2.06797, -0.278897, -0.358602, -0.012813, -0.358571, -0.330266, -0.328934, -6.5076, 4.2657, -3.88485, 0.254504, 14.2388, -8.85425, -3.32823, -0.193796
9.646, -0.0554259, 0.0300178, 1.48282, -2.06901, -0.277983, -0.357178, -0.0151539, -0.356705, -0.333409, -0.32716, -3.14305, 1.77361, -5.99096, 0.324796, 14.2388, -8.85425, -5.41411, -0.125248
9.647, -0.0587883, 0.0218417, 1.48019, -2.07231, -0.28286, -0.342933, -0.0225756, -0.350575, -0.341648, -0.321092, -8.23929, 6.06831, -3.06093, 0.373759, 14.2388, -8.85425, -2.46732, -0.0354324
9.648, -0.0526533, 0.0103908, 1.47839, -2.07448, -0.294747, -0.327265, -0.0275306, -0.346292, -0.3474, -0.316874, -5.75234, 4.21784, -4.655, 0.329116, 14.2388, -8.85425, -4.09198, -0.022836
9.649, -0.0583392, -0.00683933, 1.47631, -2.07661, -0.294442, -0.30661, -0.0321242, -0.342806, -0.352781, -0.31345, -5.38111, 3.42427, -5.04667, -0.382838, 14.2388, -8.85425, -4.45531, -0.0486423
9.65, -0.0643878, -0.0211034, 1.47448, -2.07845, -0.293223, -0.289161, -0.0361761, -0.339564, -0.357611, -0.310264, -4.82936, 3.18533, -5.59613, -0.52607, 14.2388, -8.85425, -4.97463, -0.120569
9.651, -0.063472, -0.0265667, 1.4731, -2.07986, -0.2981, -0.28097, -0.0393706, -0.336782, -0.361572, -0.307537, -3.96115, 2.72717, -6.33808, -0.65463, 14.2388, -8.85425, -5.72115, -0.221827
9.652, -0.0639136, -0.0340805, 1.47097, -2.08171, -0.302367, -0.270643, -0.0433165, -0.33392, -0.366281, -0.304724, -4.70887, 2.81338, -6.01062, -0.811119, 14.2388, -8.85425, -5.39148, -0.340782
9.653, -0.0595307, -0.035594, 1.46916, -2.08336, -0.311206, -0.266014, -0.0470182, -0.330763, -0.370737, -0.301608, -4.45644, 3.11589, -6.32456, -0.929355, 14.2388, -8.85425, -5.72726, -0.45146
9.654, -0.0533215, -0.0331623, 1.46653, -2.08547, -0.322789, -0.264945, -0.0516401, -0.327232, -0.376111, -0.298108, -5.37338, 3.50005, -5.73303, -1.00461, 14.2388, -8.85425, -5.16668, -0.538855
9.655, -0.0552651, -0.0284687, 1.46491, -2.0868, -0.324618, -0.267082, -0.0546632, -0.324611, -0.379883, -0.295551, -3.77242, 2.557, -7.07867, -1.13305, 14.0814, -9.17208, -6.50262, -0.690748
9.656, -0.0548815, -0.0185931, 1.46298, -2.08841, -0.329495, -0.273492, -0.0584104, -0.321092, -0.384376, -0.292085, -4.49333, 3.46559, -6.70807, -1.08939, 14.0814, -9.17208, -6.13394, -0.696438
9.657, -0.0534102, 0.00515049, 1.46033, -2.09065, -0.337115, -0.291654, -0.0638128, -0.315475, -0.390525, -0.286503, -6.1488, 5.582, -5.45962, -0.194102, 14.0814, -9.17208, -4.89282, -0.519854
9.658, -0.0496129, 0.0227267, 1.4583, -2.0925, -0.346259, -0.303761, -0.0684245, -0.309977, -0.395872, -0.281035, -5.34692, 5.46847, -6.21179, -0.0719189, 14.0814, -9.17208, -5.66393, -0.485533
9.659, -0.0461088, 0.0292785, 1.45581, -2.09459, -0.355708, -0.304117, -0.0736389, -0.303763, -0.401817, -0.274839, -5.94483, 6.19574, -5.76908, 0.060721, 14.0814, -9.17208, -5.2387, -0.38563
9.66, -0.0534376, 0.030326, 1.45374, -2.09645, -0.353879, -0.298776, -0.0784178, -0.297362, -0.407317, -0.26845, -5.50003, 6.38906, -6.2966, 0.122196, 14.0814, -9.17208, -5.72967, -0.329387
9.661, -0.0499711, 0.0270516, 1.45192, -2.09792, -0.361804, -0.290585, -0.0821667, -0.292432, -0.411775, -0.263534, -4.45839, 4.91617, -7.29916, 0.0774511, 14.0814, -9.17208, -6.74952, -0.357774
9.662, -0.0509862, 0.0175382, 1.44903, -2.10017, -0.367291, -0.273136, -0.0879567, -0.284505, -0.418277, -0.255598, -6.50161, 7.93599, -5.57738, 0.197414, 14.0814, -9.17208, -5.02267, -0.190268
9.663, -0.0515334, 0.0134161, 1.44749, -2.1012, -0.370034, -0.265658, -0.090557, -0.281139, -0.421567, -0.252242, -3.2904, 3.35613, -8.50094, 0.0058024, 14.0814, -9.17208, -7.9435, -0.361274
9.664, -0.0515218, 0.00992265, 1.44531, -2.1028, -0.374911, -0.256043, -0.0947311, -0.275028, -0.426433, -0.24612, -4.8653, 6.12154, -7.33061, 0.119327, 14.0814, -9.17208, -6.77322, -0.230285
9.665, -0.0478985, 0.0047781, 1.44341, -2.10397, -0.382226, -0.246784, -0.0977436, -0.270918, -0.430125, -0.242006, -3.69204, 4.11429, -8.47658, 0.0255332, 14.0814, -9.17208, -7.93727, -0.298357
9.666, -0.0432622, 0.00170242, 1.44148, -2.1052, -0.390761, -0.238949, -0.100967, -0.266172, -0.434023, -0.237247, -3.89827, 4.75872, -8.41532, 0.0384136, 14.0814, -9.17208, -7.89915, -0.270099
9.667, -0.0413011, -0.00388468, 1.44029, -2.10594, -0.395333, -0.230403, -0.102915, -0.263219, -0.436634, -0.234288, -2.61104, 2.95953, -9.5372, -0.665304, 14.0814, -9.17208, -9.03081, -0.345881
9.668, -0.0379888, -0.00752594, 1.43829, -2.10709, -0.402343, -0.222212, -0.10595, -0.258689, -0.440332, -0.229738, -3.69822, 4.54925, -8.82322, -0.645635, 14.0814, -9.17208, -8.33337, -0.308006
9.669, -0.0319994, -0.0122741, 1.43663, -2.10791, -0.411183, -0.214378, -0.108147, -0.255618, -0.443182, -0.226652, -2.8499, 3.08623, -9.57871, -0.766516, 14.0814, -9.17208, -9.11876, -0.405148
9.67, -0.025548, -0.0114133, 1.43502, -2.10878, -0.420632, -0.211529, -0.110495, -0.251931, -0.44618, -0.222942, -2.9976, 3.70969, -9.53034, -0.771776, 14.0814, -9.17208, -9.10263, -0.414712
9.671, -0.0235063, -0.00770394, 1.43236, -2.11003, -0.426728, -0.210105, -0.113902, -0.246832, -0.450234, -0.217809, -4.05441, 5.13381, -8.69654, -0.699905, 14.0814, -9.17208, -8.27903, -0.361386
9.672, -0.0179693, -0.00509483, 1.4307, -2.11088, -0.435262, -0.20868, -0.116262, -0.242833, -0.453232, -0.213775, -2.99753, 4.03355, -9.63433, -0.758228, 14.0814, -9.17208, -9.2445, -0.432754
9.673, -0.0107899, -0.00219328, 1.42797, -2.11211, -0.44654, -0.205831, -0.119723, -0.23713, -0.45733, -0.208025, -4.09847, 5.75042, -8.68095, -0.654008, 14.0814, -9.17208, -8.327, -0.343042
9.674, -0.00886819, -0.000570631, 1.42667, -2.11271, -0.450807, -0.204407, -0.121441, -0.234086, -0.459676, -0.204977, -2.34555, 3.04709, -10.1173, -0.789624, 13.8483, -9.46551, -9.77292, -0.486771
9.675, 0.000905941, 0.00731273, 1.42342, -2.11417, -0.465438, -0.204407, -0.125664, -0.226237, -0.464532, -0.197094, -4.85653, 7.88336, -7.29913, 0.116166, 13.8483, -9.46551, -7.60366, -0.220397
9.676, 0.00950322, 0.0169456, 1.41966, -2.11579, -0.479459, -0.204407, -0.130458, -0.216655, -0.469956, -0.187461, -5.42377, 9.63285, -6.64548, 0.249557, 13.8483, -9.46551, -6.99299, -0.135163
9.677, 0.00739202, 0.0265378, 1.41584, -2.11741, -0.482812, -0.203339, -0.135299, -0.206059, -0.47542, -0.176801, -5.46407, 10.6606, -6.59884, 0.338451, 13.8483, -9.46551, -6.9358, -0.0942074
9.678, 0.00629847, 0.023501, 1.41297, -2.11857, -0.48586, -0.191943, -0.13883, -0.197758, -0.479562, -0.168442, -4.14161, 8.35863, -7.9214, 0.252404, 13.8483, -9.46551, -8.25289, -0.165079
9.679, 0.00734737, 0.0142926, 1.4091, -2.12, -0.491956, -0.171645, -0.143269, -0.186748, -0.484609, -0.157352, -5.04721, 11.0899, -7.00033, 0.298866, 13.8483, -9.46551, -7.33706, -0.0725922
9.68, 0.0126228, 0.0065184, 1.40599, -2.12101, -0.5011, -0.155264, -0.146542, -0.178215, -0.488478, -0.148745, -3.8687, 8.60681, -8.08476, 0.185288, 13.8483, -9.46551, -8.44787, -0.147304
9.681, 0.0163029, 0.00442062, 1.40258, -2.12201, -0.50872, -0.143868, -0.149891, -0.169001, -0.492418, -0.139448, -3.9401, 9.29773, -7.95169, 0.201305, 13.8483, -9.46551, -8.3332, -0.120798
9.682, 0.0125628, 0.0030048, 1.40051, -2.12257, -0.507501, -0.136746, -0.151832, -0.163363, -0.494938, -0.133741, -2.52085, 5.70637, -9.05059, 0.0533002, 13.8483, -9.46551, -9.4134, -0.261724
9.683, 0.0136509, 0.00119355, 1.39898, -2.12297, -0.510549, -0.130692, -0.15322, -0.159185, -0.496898, -0.129499, -1.95993, 4.24261, -9.32101, -0.0149631, 13.8483, -9.46551, -9.68926, -0.320931
9.684, 0.0163008, 0.00307368, 1.39642, -2.1236, -0.516036, -0.125351, -0.155484, -0.152047, -0.499735, -0.122277, -2.83667, 7.22177, -8.69876, 0.124188, 13.8483, -9.46551, -9.08026, -0.19118
9.685, 0.0184334, 0.00368545, 1.39275, -2.12444, -0.521827, -0.115379, -0.158573, -0.141571, -0.503394, -0.111694, -3.6587, 10.5828, -7.98144, 0.241033, 13.8483, -9.46551, -8.3736, -0.0773944
9.686, 0.0211368, 0.00393908, 1.39074, -2.12487, -0.526704, -0.109682, -0.160187, -0.135706, -0.505567, -0.105743, -2.17349, 5.95138, -8.94848, 0.0839118, 13.8483, -9.46551, -9.35415, -0.235784
9.687, 0.0259148, 0.0054725, 1.38857, -2.1253, -0.533715, -0.104696, -0.161865, -0.129281, -0.5078, -0.0992237, -2.23245, 6.51896, -8.78524, 0.122318, 13.8483, -9.46551, -9.21478, -0.205044
9.688, 0.0286527, 0.00641402, 1.38652, -2.12572, -0.538591, -0.0989984, -0.163454, -0.122739, -0.509939, -0.0925844, -2.13898, 6.63926, -8.70581, 0.140093, 13.8483, -9.46551, -9.14903, -0.191976
9.689, 0.0314174, 0.0110514, 1.38426, -2.1261, -0.543468, -0.0968618, -0.165021, -0.116066, -0.512051, -0.0858104, -2.11226, 6.774, -8.5767, 0.181981, 13.8483, -9.46551, -9.03373, -0.173274
9.69, 0.0357003, 0.0145709, 1.38152, -2.12656, -0.550174, -0.0915201, -0.166901, -0.107321, -0.514474, -0.0769492, -2.42274, 8.86122, -8.23916, 0.273878, 13.8483, -9.46551, -8.71758, -0.0989717
9.691, 0.0414562, 0.0268271, 1.37712, -2.12728, -0.559318, -0.0886713, -0.169748, -0.0923702, -0.517862, -0.0618442, -3.38828, 15.105, -7.41795, 0.426707, 13.8483, -9.46551, -7.92511, -0.00739646
9.692, 0.037323, 0.0408574, 1.37317, -2.1279, -0.558099, -0.087959, -0.17212, -0.0777512, -0.520776, -0.0471016, -2.91398, 14.7426, -7.63697, 0.495399, 13.6184, -9.77728, -8.1235, -0.00877453
9.693, 0.0416743, 0.0508847, 1.36984, -2.1284, -0.564805, -0.0847541, -0.173939, -0.0646403, -0.52313, -0.0338694, -2.35441, 13.2322, -7.78673, 0.536451, 13.6184, -9.77728, -8.29498, -0.0177531
9.694, 0.03968, 0.0540651, 1.3682, -2.12867, -0.564195, -0.0808368, -0.174798, -0.0576356, -0.524515, -0.0267717, -1.38473, 7.09769, -8.04784, 0.494356, 13.6184, -9.77728, -8.54614, -0.0757066
9.695, 0.0423511, 0.0602395, 1.36584, -2.12897, -0.568462, -0.0772758, -0.175871, -0.0480099, -0.526111, -0.0170363, -1.59614, 9.73542, -7.77625, 0.583741, 13.6184, -9.77728, -8.28788, -0.0170927
9.696, 0.039688, 0.0634319, 1.36366, -2.12927, -0.567243, -0.0708658, -0.176796, -0.0385198, -0.527555, -0.0074339, -1.44389, 9.60238, -7.66844, 0.620337, 13.6184, -9.77728, -8.16677, 0.0036025
9.697, 0.0448565, 0.0687659, 1.36081, -2.12959, -0.573949, -0.0637436, -0.177819, -0.0261944, -0.529092, 0.00502233, -1.53724, 12.4562, -7.41502, 0.65326, 13.6184, -9.77728, -7.93916, 0.00997126
