Time,e_0,e`_1,q_0,q_4,dq_0,dq_4,dqr_0,dqr_1,dqd_0,dqd_1,ddqd_0,ddqd_1,tau_0,tau_4,Fext_0,Fext_1,N_hat_1,N_hat_2
9.464, -0.0361161, 0.00775015, 1.57663, -1.81428, -0.00182883, -0.197641, 0.0519414, -0.28263, -0.0379449, -0.189891, -1.15273, -0.435217, 3.40413, 1.5033, 12.5921, -3.46056, 3.88463, 1.16455
9.465, -0.0371457, 0.00519403, 1.57662, -1.81526, -0.00182883, -0.195504, 0.0525316, -0.282551, -0.0389745, -0.19031, -1.02956, -0.419458, 3.2455, 1.51431, 12.5921, -3.46056, 3.73114, 1.18834
9.466, -0.0378767, 0.00441374, 1.57661, -1.81624, -0.00213364, -0.195148, 0.0531063, -0.28248, -0.0400104, -0.190734, -1.03586, -0.424177, 3.06959, 1.53026, 12.5921, -3.46056, 3.55889, 1.20819
9.467, -0.0380442, 0.00792817, 1.57659, -1.81764, -0.00274325, -0.199065, 0.0539288, -0.282392, -0.0407875, -0.191137, -0.777115, -0.402776, 2.91808, 1.58402, 12.5921, -3.46056, 3.40821, 1.24438
9.468, -0.0360823, 0.00610539, 1.57656, -1.8194, -0.00518169, -0.197641, 0.0550402, -0.282304, -0.041264, -0.191535, -0.476553, -0.398347, 2.77921, 1.60255, 12.5921, -3.46056, 3.25954, 1.27202
9.469, -0.032978, -0.0082071, 1.5765, -1.82114, -0.00853456, -0.183752, 0.0563685, -0.282246, -0.0415125, -0.19196, -0.248502, -0.424219, 2.6492, 0.89335, 12.5921, -3.46056, 3.11403, 1.23438
9.47, -0.0306558, -0.0189914, 1.57641, -1.82271, -0.010973, -0.173425, 0.0578186, -0.282226, -0.0416288, -0.192417, -0.116302, -0.457094, 2.52025, 0.75285, 12.5921, -3.46056, 2.97349, 1.1478
9.471, -0.0286515, -0.0187624, 1.57631, -1.82406, -0.0131066, -0.174138, 0.0592463, -0.282235, -0.0417581, -0.1929, -0.129264, -0.483289, 2.39646, 0.668545, 12.5921, -3.46056, 2.83968, 1.06235
9.472, -0.0278561, -0.0178247, 1.57625, -1.8248, -0.0146307, -0.175562, 0.060069, -0.282252, -0.0424868, -0.193387, -0.728669, -0.486748, 2.25055, 0.592532, 12.5921, -3.46056, 2.68979, 0.981646
9.473, -0.0270738, -0.012973, 1.57619, -1.82548, -0.0161547, -0.180904, 0.0608701, -0.282275, -0.0432285, -0.193877, -0.741723, -0.489919, 2.12928, 0.558003, 12.5921, -3.46056, 2.56462, 0.922864
9.474, -0.0252137, -0.00741843, 1.57612, -1.82624, -0.0185931, -0.186957, 0.061825, -0.28231, -0.0438069, -0.194376, -0.578405, -0.499261, 2.03011, 0.551991, 12.5921, -3.46056, 2.45615, 0.889082
9.475, -0.0236321, -0.00222583, 1.57604, -1.82703, -0.0207268, -0.192655, 0.0627976, -0.282354, -0.0443589, -0.194881, -0.551981, -0.505152, 1.92974, 0.567697, 12.5921, -3.46056, 2.34788, 0.878826
9.476, -0.0225373, 0.00154853, 1.57598, -1.8276, -0.0225556, -0.196929, 0.0635808, -0.282396, -0.0450929, -0.19538, -0.734012, -0.498955, 1.82352, 1.19359, 12.5921, -3.46056, 2.23619, 0.885852
9.477, -0.020682, 0.00566967, 1.5759, -1.82819, -0.0249941, -0.201558, 0.0645058, -0.28245, -0.0456761, -0.195888, -0.583178, -0.508286, 1.74374, 1.23955, 12.5921, -3.46056, 2.14714, 0.911203
9.478, -0.0173908, 0.00861814, 1.57577, -1.82921, -0.0283469, -0.205119, 0.066063, -0.282555, -0.0457377, -0.196501, -0.0616169, -0.612625, 1.69051, 1.29094, 13.0045, -4.20157, 2.07746, 0.947855
9.479, -0.015192, 0.00620351, 1.57562, -1.83025, -0.0304806, -0.203339, 0.0677369, -0.282685, -0.0456725, -0.197135, 0.0651377, -0.634079, 1.63097, 1.30625, 13.0045, -4.20157, 2.00693, 0.975233
9.48, -0.0107953, 0.00483938, 1.57546, -1.83127, -0.0347478, -0.202626, 0.0694655, -0.282837, -0.0455431, -0.197787, 0.12943, -0.65191, 1.60243, 1.32071, 13.0045, -4.20157, 1.95641, 0.996512
9.481, -0.00710216, 0.00312486, 1.5753, -1.83204, -0.0384055, -0.201558, 0.0710914, -0.282988, -0.0455077, -0.198433, 0.0354433, -0.646191, 1.58789, 1.32627, 13.0045, -4.20157, 1.9234, 1.01065
9.482, -0.000691391, -0.00795331, 1.57506, -1.83325, -0.043892, -0.191231, 0.0735923, -0.283246, -0.0445834, -0.199184, 0.924273, -0.750998, 1.59694, 0.63271, 13.0045, -4.20157, 1.90039, 0.972476
9.483, 0.0104508, -0.0253589, 1.57458, -1.83507, -0.0518169, -0.17485, 0.0783643, -0.283782, -0.0413662, -0.200209, 3.21723, -1.02457, 2.06372, 0.425758, 13.0045, -4.20157, 1.71147, 0.852526
9.484, 0.0164533, -0.0223241, 1.57424, -1.83611, -0.0560842, -0.178767, 0.0816524, -0.284181, -0.0396309, -0.201091, 1.73522, -0.882403, 2.34073, 0.345574, 13.0045, -4.20157, 1.95847, 0.757176
9.485, 0.0191531, -0.0139121, 1.57395, -1.83704, -0.0576083, -0.188026, 0.0843748, -0.284549, -0.0384551, -0.201938, 1.17581, -0.84686, 2.48289, 0.326367, 13.0045, -4.20157, 2.08714, 0.695923
9.486, 0.0216609, -0.00714247, 1.57378, -1.83761, -0.0600467, -0.195504, 0.0859878, -0.284782, -0.0383858, -0.202647, 0.0693129, -0.708646, 2.63319, 0.330959, 13.0045, -4.20157, 2.22491, 0.66667
9.487, 0.0225764, 0.00202747, 1.57354, -1.83838, -0.0603515, -0.205475, 0.0881307, -0.285111, -0.0377751, -0.203448, 0.610686, -0.801121, 2.73239, 0.983925, 13.0045, -4.20157, 2.31953, 0.673788
9.488, 0.0241191, 0.00928977, 1.57324, -1.83943, -0.0606563, -0.213666, 0.0908885, -0.28557, -0.0365372, -0.204376, 1.23789, -0.928215, 2.81312, 1.05852, 13.0045, -4.20157, 2.39254, 0.712077
9.489, 0.0240425, 0.018542, 1.57287, -1.84081, -0.0588275, -0.223993, 0.0941486, -0.28618, -0.034785, -0.205451, 1.75223, -1.07497, 2.86726, 1.18237, 13.0045, -4.20157, 2.44707, 0.789666
9.49, 0.0225501, 0.0254031, 1.57258, -1.84195, -0.056389, -0.231827, 0.0965975, -0.286693, -0.0338389, -0.206424, 0.946122, -0.973259, 3.03449, 1.33169, 13.0045, -4.20157, 2.62176, 0.904702
9.491, 0.0222286, 0.0298797, 1.57237, -1.84286, -0.0557794, -0.237169, 0.0983829, -0.287102, -0.0335508, -0.207289, 0.288068, -0.865041, 3.16402, 1.48986, 13.0045, -4.20157, 2.7529, 1.0405
9.492, 0.0198671, 0.0281725, 1.5721, -1.84404, -0.0527314, -0.236457, 0.100556, -0.287644, -0.0328643, -0.208284, 0.686564, -0.994959, 3.23026, 1.60138, 13.0045, -4.20157, 2.83094, 1.16056
9.493, 0.0183728, 0.0252676, 1.57195, -1.84472, -0.0515121, -0.23432, 0.101763, -0.287964, -0.0331394, -0.209052, -0.27512, -0.768319, 3.32111, 1.70737, 13.0045, -4.20157, 2.92925, 1.28106
9.494, 0.0148425, 0.00861761, 1.5717, -1.84585, -0.0475497, -0.218651, 0.103666, -0.2885, -0.0327072, -0.210034, 0.43218, -0.981147, 3.37001, 1.65453, 13.0045, -4.20157, 2.9958, 1.31144
9.495, 0.0120718, 0.00195404, 1.57147, -1.84692, -0.0445016, -0.212953, 0.105406, -0.289024, -0.0324298, -0.210999, 0.27739, -0.965817, 3.41653, 1.63047, 13.0045, -4.20157, 3.05618, 1.3207
9.496, 0.00998779, -0.0119627, 1.57122, -1.84837, -0.0420632, -0.200134, 0.107213, -0.289683, -0.0320754, -0.212096, 0.354432, -1.09677, 3.4508, 0.902737, 13.0045, -4.20157, 3.10087, 1.26255
9.497, 0.0092038, -0.0168851, 1.57096, -1.84936, -0.0408439, -0.196216, 0.109092, -0.290255, -0.0316401, -0.213101, 0.435234, -1.00521, 3.48718, 0.80753, 13.0045, -4.20157, 3.14116, 1.19195
9.498, 0.00841001, -0.0263194, 1.57081, -1.85016, -0.0405391, -0.18767, 0.110159, -0.290656, -0.0321291, -0.213989, -0.488985, -0.887658, 3.51741, 0.647965, 13.3757, -4.94603, 3.17536, 1.07953
9.499, 0.00610476, -0.0213657, 1.57057, -1.85129, -0.0381007, -0.193724, 0.111835, -0.291274, -0.0319959, -0.215089, 0.133189, -1.10014, 3.54594, 0.571323, 13.3757, -4.94603, 3.21541, 0.978135
9.5, 0.004681, -0.0185828, 1.57046, -1.85186, -0.0374911, -0.197285, 0.112561, -0.291574, -0.0328101, -0.215867, -0.814151, -0.778193, 3.52905, 0.512378, 13.3757, -4.94603, 3.20565, 0.905281
9.501, 0.00333208, -0.0111335, 1.57024, -1.85306, -0.0362719, -0.205831, 0.113958, -0.292196, -0.0329398, -0.216965, -0.129696, -1.09737, 3.5686, 0.491311, 13.3757, -4.94603, 3.25194, 0.846976
9.502, 0.00208848, -0.00314155, 1.57009, -1.85392, -0.0356623, -0.214734, 0.114845, -0.292637, -0.0335738, -0.217876, -0.633985, -0.910786, 3.55335, 0.522711, 13.3757, -4.94603, 3.24291, 0.838419
9.503, 0.00239922, 0.0074809, 1.56988, -1.85524, -0.0362719, -0.226486, 0.116056, -0.293298, -0.0338726, -0.219005, -0.298874, -1.12916, 3.5811, 1.20189, 13.3757, -4.94603, 3.2691, 0.86449
9.504, 0.00234168, 0.0155673, 1.56967, -1.85667, -0.0365767, -0.235744, 0.117194, -0.294008, -0.034235, -0.220177, -0.362345, -1.17249, 3.58965, 1.30856, 13.3757, -4.94603, 3.27795, 0.930728
9.505, 0.00274697, 0.0144961, 1.56948, -1.85785, -0.0374911, -0.235744, 0.118177, -0.294621, -0.0347441, -0.221248, -0.509123, -1.07115, 3.59822, 1.37029, 13.3757, -4.94603, 3.28449, 0.997815
9.506, 0.00279191, 0.00332674, 1.56925, -1.85921, -0.0377959, -0.225773, 0.119399, -0.295364, -0.035004, -0.222447, -0.259869, -1.1983, 3.62092, 1.32421, 13.3757, -4.94603, 3.30696, 1.00757
9.507, 0.0017146, -0.0120124, 1.56905, -1.86037, -0.0371863, -0.211529, 0.120405, -0.296009, -0.0354717, -0.223541, -0.467701, -1.09478, 3.61602, 0.59892, 13.3757, -4.94603, 3.30745, 0.95898
9.508, -0.00167961, -0.0181394, 1.56895, -1.86098, -0.0347478, -0.206187, 0.120917, -0.296348, -0.0364274, -0.224327, -0.955763, -0.785305, 2.95844, 0.497104, 13.3757, -4.94603, 3.26684, 0.887791
9.509, -0.00276277, -0.0247533, 1.5688, -1.86182, -0.034443, -0.20049, 0.121597, -0.296822, -0.0372058, -0.225243, -0.778353, -0.916173, 2.95478, 0.35103, 13.3757, -4.94603, 3.26859, 0.774771
9.51, -0.00422333, -0.0227806, 1.56867, -1.8626, -0.0338334, -0.203339, 0.122197, -0.297259, -0.0380567, -0.226119, -0.85095, -0.87618, 2.92262, 0.260809, 13.3757, -4.94603, 3.24374, 0.674692
9.511, -0.00325972, -0.017759, 1.5684, -1.8643, -0.0350526, -0.209748, 0.123379, -0.29821, -0.0383124, -0.227507, -0.255613, -1.38835, 2.94364, 0.195702, 13.3757, -4.94603, 3.25994, 0.584487
9.512, -0.00344019, -0.00672712, 1.56811, -1.86601, -0.0350526, -0.222212, 0.124627, -0.29921, -0.0384928, -0.228939, -0.180466, -1.43198, 2.92842, 0.22061, 13.3757, -4.94603, 3.24562, 0.554245
9.513, -0.00526782, 0.00766107, 1.56788, -1.86756, -0.0338334, -0.237881, 0.125439, -0.300064, -0.0391012, -0.23022, -0.608416, -1.28062, 2.87865, 0.929581, 13.3757, -4.94603, 3.20499, 0.591277
9.514, -0.0097004, 0.0268395, 1.56761, -1.86964, -0.0301758, -0.258535, 0.126076, -0.301117, -0.0398761, -0.231696, -0.774908, -1.47593, 2.80133, 1.13375, 13.3757, -4.94603, 3.14983, 0.699581
9.515, -0.0127812, 0.0286615, 1.56747, -1.87095, -0.0283469, -0.261384, 0.12623, -0.301727, -0.0411281, -0.232723, -1.25197, -1.02687, 2.68565, 1.28244, 13.3757, -4.94603, 3.04956, 0.839175
9.516, -0.01502, 0.0254634, 1.56734, -1.87219, -0.0274325, -0.259248, 0.126399, -0.302322, -0.0424525, -0.233784, -1.32436, -1.06142, 2.59962, 1.37695, 13.6389, -5.64377, 2.97471, 0.949659
9.517, -0.0164552, 0.0245072, 1.56722, -1.87327, -0.0274325, -0.259248, 0.126449, -0.302816, -0.0438877, -0.234741, -1.43524, -0.956262, 2.50701, 1.48354, 13.6389, -5.64377, 2.88928, 1.06103
9.518, -0.0175812, 0.0173771, 1.56708, -1.87461, -0.0277373, -0.253194, 0.126494, -0.303433, -0.0453185, -0.235817, -1.43077, -1.0762, 2.42435, 1.51966, 13.6389, -5.64377, 2.81225, 1.13278
9.519, -0.0185779, 0.00300512, 1.5669, -1.87613, -0.0280421, -0.240018, 0.126659, -0.304175, -0.04662, -0.237013, -1.30147, -1.19593, 2.35073, 1.45593, 13.6389, -5.64377, 2.74361, 1.1409
9.52, -0.020583, -0.00571321, 1.5668, -1.87703, -0.0274325, -0.232183, 0.126721, -0.304609, -0.0480155, -0.237897, -1.39556, -0.883926, 2.23979, 0.799293, 13.6389, -5.64377, 2.64269, 1.12786
9.521, -0.02226, -0.0127735, 1.56666, -1.87819, -0.0271277, -0.22613, 0.126798, -0.30517, -0.0493877, -0.238903, -1.37217, -1.00648, 2.13518, 0.703514, 13.6389, -5.64377, 2.54646, 1.06738
9.522, -0.0236955, -0.0160429, 1.56658, -1.8789, -0.0271277, -0.223637, 0.126803, -0.305505, -0.0508232, -0.23968, -1.43553, -0.776563, 2.01708, 0.623263, 13.6389, -5.64377, 2.43553, 1.00347
9.523, -0.0266101, -0.00978904, 1.56647, -1.87978, -0.0256037, -0.230759, 0.126845, -0.305935, -0.0522138, -0.240548, -1.39052, -0.868353, 1.88915, 0.608437, 13.6389, -5.64377, 2.32217, 0.957381
9.524, -0.0275326, -0.00709148, 1.56637, -1.88075, -0.0262133, -0.23432, 0.126737, -0.306363, -0.0537459, -0.241412, -1.53216, -0.863537, 1.75045, 0.590571, 13.6389, -5.64377, 2.18808, 0.926028
9.525, -0.0286386, -0.000775138, 1.56627, -1.88153, -0.0265181, -0.241442, 0.126742, -0.306738, -0.0551567, -0.242217, -1.41079, -0.805842, 1.62952, 0.620146, 13.6389, -5.64377, 2.07267, 0.924022
9.526, -0.0288912, 0.000506455, 1.56617, -1.88246, -0.0277373, -0.243579, 0.126678, -0.307165, -0.0566285, -0.243072, -1.47178, -0.855064, 1.49601, 1.22738, 13.6389, -5.64377, 1.94043, 0.924848
9.527, -0.0285129, 0.0031735, 1.56605, -1.88346, -0.0295661, -0.24714, 0.126627, -0.307635, -0.058079, -0.243966, -1.45052, -0.894049, 1.37402, 1.25352, 13.6389, -5.64377, 1.81654, 0.937656
9.528, -0.0274848, 0.00193845, 1.56593, -1.8844, -0.0320046, -0.246784, 0.126607, -0.308093, -0.0594894, -0.244845, -1.41042, -0.878945, 1.26067, 1.25629, 13.6389, -5.64377, 1.69806, 0.946602
9.529, -0.0269982, -0.00906146, 1.56577, -1.88561, -0.0338334, -0.236813, 0.126647, -0.308704, -0.0608316, -0.245874, -1.34221, -1.02884, 1.14775, 0.556975, 13.6389, -5.64377, 1.58271, 0.902281
9.53, -0.0274637, -0.0123485, 1.56566, -1.88638, -0.0347478, -0.23432, 0.126641, -0.309085, -0.0622115, -0.246668, -1.37987, -0.794249, 1.02143, 0.492477, 13.6389, -5.64377, 1.45871, 0.854216
9.531, -0.0258587, -0.017092, 1.56544, -1.88774, -0.0374911, -0.230759, 0.126867, -0.309856, -0.0633498, -0.247851, -1.13827, -1.18239, 0.925871, 0.383157, 13.6389, -5.64377, 1.35514, 0.768609
9.532, -0.0249189, -0.0172979, 1.56529, -1.88862, -0.0396247, -0.231471, 0.127029, -0.310368, -0.0645436, -0.248769, -1.19385, -0.918151, 0.816133, 0.313326, 13.6389, -5.64377, 1.2407, 0.699807
9.533, -0.0194856, -0.0135128, 1.56495, -1.89057, -0.0460256, -0.236813, 0.127407, -0.311521, -0.0655113, -0.250326, -0.96765, -1.55658, 0.763588, 0.255945, 13.6389, -5.64377, 1.161, 0.623505
9.534, -0.0158041, -0.0110089, 1.56475, -1.89149, -0.0505977, -0.240374, 0.127854, -0.312179, -0.0664018, -0.251383, -0.890514, -1.05714, 0.712272, 0.234826, 13.6389, -5.64377, 1.09129, 0.589868
9.535, -0.0104774, -0.00373553, 1.56448, -1.89272, -0.0566938, -0.248921, 0.128412, -0.313057, -0.0671712, -0.252656, -0.769442, -1.27329, 0.694095, 0.249494, 13.6389, -5.64377, 1.04648, 0.568171
9.536, -0.00801305, -0.00366921, 1.56429, -1.89353, -0.0600467, -0.249989, 0.128845, -0.313669, -0.0680597, -0.253658, -0.888522, -1.002, 0.666637, 0.240247, 13.6389, -5.64377, 1.0067, 0.558593
9.537, -0.00277784, 0.00234607, 1.56384, -1.89534, -0.0655332, -0.257823, 0.129902, -0.315098, -0.068311, -0.255477, -0.251295, -1.81913, 0.691697, 0.856967, 13.6389, -5.64377, 1.00559, 0.545237
9.538, -0.00157124, 0.000940351, 1.56364, -1.89609, -0.0676668, -0.257467, 0.130371, -0.315715, -0.0692381, -0.256527, -0.927035, -1.04961, 0.67779, 0.87612, 13.89, -6.30862, 0.985647, 0.571418
9.539, -0.000309693, -0.00305908, 1.5633, -1.89738, -0.0694957, -0.254974, 0.131188, -0.316791, -0.0698054, -0.258033, -0.567288, -1.50666, 0.690946, 0.23106, 13.89, -6.30862, 0.992495, 0.546356
9.54, 0.00149144, -0.0105911, 1.56274, -1.89939, -0.0713245, -0.249633, 0.132533, -0.318553, -0.0698331, -0.260224, -0.0277006, -2.19035, 1.31282, 0.127934, 13.89, -6.30862, 1.00536, 0.480887
9.541, 0.00298529, -0.0126534, 1.56244, -1.90041, -0.0734581, -0.248921, 0.13326, -0.319483, -0.0704729, -0.261574, -0.639792, -1.35005, 1.32676, 0.0896891, 13.89, -6.30862, 1.01183, 0.452952
9.542, 0.00278726, -0.00861536, 1.56216, -1.90146, -0.0740678, -0.254262, 0.133812, -0.320371, -0.0712805, -0.262878, -0.80764, -1.30366, 1.33474, 0.0738238, 13.89, -6.30862, 1.0208, 0.4169
9.543, 0.00440868, -0.00451199, 1.56178, -1.90275, -0.0762014, -0.25996, 0.134649, -0.321552, -0.0717927, -0.264472, -0.512214, -1.59437, 1.36958, 0.0685333, 13.89, -6.30862, 1.04753, 0.391093
9.544, 0.00443545, 0.00919082, 1.5614, -1.90409, -0.076811, -0.275273, 0.135407, -0.322753, -0.0723755, -0.266082, -0.582844, -1.6099, 1.38894, 0.774982, 13.89, -6.30862, 1.06676, 0.429029
9.545, 0.00273078, 0.021544, 1.56092, -1.90577, -0.0755918, -0.289517, 0.136253, -0.324239, -0.072861, -0.267973, -0.485452, -1.89124, 1.39491, 0.916514, 13.89, -6.30862, 1.08125, 0.508811
9.546, -0.000517881, 0.0277283, 1.56063, -1.90698, -0.0734581, -0.296995, 0.136464, -0.325135, -0.073976, -0.269267, -1.11502, -1.29392, 0.759793, 1.08417, 13.89, -6.30862, 1.06238, 0.645564
9.547, -0.000853888, 0.022482, 1.56033, -1.9081, -0.0740678, -0.293078, 0.136835, -0.32607, -0.0749216, -0.270596, -0.945619, -1.32916, 0.759789, 1.1532, 13.89, -6.30862, 1.06406, 0.74081
9.548, -0.000617623, 0.0163141, 1.55996, -1.90956, -0.075287, -0.288449, 0.137161, -0.327218, -0.0759046, -0.272135, -0.982957, -1.53842, 0.757015, 1.18354, 13.89, -6.30862, 1.0601, 0.801981
9.549, 0.00311386, 0.00433558, 1.55943, -1.91156, -0.0798591, -0.278478, 0.137618, -0.328838, -0.0767452, -0.274142, -0.840604, -2.00749, 1.39411, 1.11949, 13.89, -6.30862, 1.07854, 0.797813
9.55, 0.00571725, -0.00454342, 1.5591, -1.91261, -0.0832119, -0.270999, 0.138158, -0.329858, -0.0774947, -0.275543, -0.749463, -1.40071, 1.43581, 0.483332, 13.89, -6.30862, 1.10722, 0.806049
9.551, 0.00865386, -0.0117077, 1.55874, -1.91373, -0.0868696, -0.265302, 0.138718, -0.330948, -0.0782157, -0.277009, -0.72106, -1.46656, 1.49105, 0.395351, 13.89, -6.30862, 1.14778, 0.753887
9.552, 0.0110168, -0.0177498, 1.5584, -1.91472, -0.0899176, -0.260672, 0.139306, -0.331987, -0.0789009, -0.278422, -0.685159, -1.41267, 1.55456, 0.291585, 13.89, -6.30862, 1.19948, 0.680325
9.553, 0.0108629, -0.0188794, 1.55803, -1.91587, -0.0905273, -0.261028, 0.139809, -0.333103, -0.0796643, -0.279908, -0.76342, -1.48571, 1.60166, 0.203524, 13.89, -6.30862, 1.24735, 0.59791
9.554, 0.0121373, -0.0149292, 1.55758, -1.9172, -0.0923561, -0.266726, 0.14051, -0.334485, -0.0802188, -0.281655, -0.554524, -1.74753, 1.66957, 0.152682, 13.89, -6.30862, 1.30889, 0.527323
9.555, 0.0100139, -0.0114585, 1.5572, -1.91823, -0.0908321, -0.271712, 0.141159, -0.335638, -0.0808181, -0.28317, -0.599316, -1.51478, 1.70425, 0.128805, 13.89, -6.30862, 1.35419, 0.486095
9.556, 0.011679, -0.0087933, 1.55655, -1.92018, -0.0929657, -0.276697, 0.14193, -0.337598, -0.0812867, -0.28549, -0.468513, -2.32038, 1.7698, 0.0817356, 13.89, -6.30862, 1.41141, 0.425701
9.557, 0.010903, -0.00554359, 1.55608, -1.92159, -0.0929657, -0.281683, 0.142386, -0.338981, -0.0820627, -0.287226, -0.776015, -1.73582, 1.8078, 0.0936926, 13.89, -6.30862, 1.45329, 0.42141
9.558, 0.0111357, -0.00491862, 1.55581, -1.92241, -0.0941849, -0.283463, 0.142625, -0.33979, -0.0830492, -0.288382, -0.986576, -1.15558, 1.85164, 0.0893441, 13.89, -6.30862, 1.49596, 0.413937
9.559, 0.00733962, -0.00528089, 1.55545, -1.9235, -0.0914417, -0.284531, 0.142874, -0.340828, -0.0841021, -0.289812, -1.05281, -1.43059, 1.86299, 0.0592202, 14.1025, -6.95673, 1.5263, 0.385624
9.56, 0.0044187, -0.00519665, 1.555, -1.92493, -0.0896128, -0.286312, 0.143076, -0.342135, -0.0851941, -0.291509, -1.09208, -1.69631, 1.86652, 0.0317796, 14.1025, -6.95673, 1.54443, 0.357763
9.561, 0.000162289, -0.00308453, 1.55438, -1.92697, -0.0865648, -0.290585, 0.143152, -0.343911, -0.0864025, -0.29367, -1.20836, -2.16119, 1.84003, 0.0178442, 14.1025, -6.95673, 1.53922, 0.333267
9.562, 0.000643474, -0.00268394, 1.55402, -1.92818, -0.0883936, -0.292366, 0.143082, -0.344913, -0.0877501, -0.29505, -1.34765, -1.37997, 1.8374, 0.027154, 14.1025, -6.95673, 1.53418, 0.340574
9.563, 0.00113905, 0.00133848, 1.55368, -1.92932, -0.0902224, -0.297708, 0.143018, -0.345859, -0.0890834, -0.296369, -1.33326, -1.31922, 1.8458, 0.654077, 14.1025, -6.95673, 1.5401, 0.347384
9.564, 0.0018845, 0.0135866, 1.55321, -1.93085, -0.0923561, -0.311596, 0.14289, -0.347128, -0.0904716, -0.298009, -1.38819, -1.64015, 1.85457, 0.764953, 14.1025, -6.95673, 1.54514, 0.397025
9.565, 0.0013994, 0.0174837, 1.55294, -1.93177, -0.0932705, -0.316581, 0.142744, -0.347853, -0.0918711, -0.299098, -1.39951, -1.08839, 1.85764, 0.872324, 14.1025, -6.95673, 1.55064, 0.484914
9.566, 0.000390641, 0.010014, 1.55228, -1.93399, -0.0938801, -0.31124, 0.14237, -0.349618, -0.0934895, -0.301226, -1.61837, -2.12808, 1.83969, 0.845401, 14.1025, -6.95673, 1.53774, 0.495333
9.567, -0.00216498, 0.00326016, 1.55173, -1.93582, -0.0929657, -0.306254, 0.141965, -0.35103, -0.0951307, -0.302994, -1.6412, -1.76833, 1.21592, 0.837481, 14.1025, -6.95673, 1.52674, 0.52118
9.568, -0.00616491, -0.00219879, 1.55126, -1.93733, -0.0905273, -0.302337, 0.14163, -0.352221, -0.0966922, -0.304536, -1.56148, -1.54175, 1.17462, 0.208005, 14.1025, -6.95673, 1.50544, 0.518998
9.569, -0.00852109, -0.0204288, 1.55036, -1.94026, -0.0902224, -0.286668, 0.140797, -0.354434, -0.0987435, -0.307097, -2.05138, -2.56119, 1.08989, 0.00371401, 14.1025, -6.95673, 1.43249, 0.405844
9.57, -0.0110371, -0.0162943, 1.55, -1.94144, -0.089308, -0.29201, 0.140404, -0.355303, -0.100345, -0.308304, -1.60163, -1.20719, 1.06327, -0.00564537, 14.1025, -6.95673, 1.41846, 0.375819
9.571, -0.0123732, -0.0113707, 1.54966, -1.94257, -0.0896128, -0.298064, 0.139964, -0.3561, -0.101986, -0.309434, -1.64089, -1.13024, 1.00033, -0.0288611, 14.1025, -6.95673, 1.3622, 0.32799
9.572, -0.0135038, -0.00542679, 1.54928, -1.94383, -0.0902224, -0.305186, 0.139417, -0.356949, -0.103726, -0.310613, -1.74014, -1.17827, 0.93011, -0.0234474, 14.1025, -6.95673, 1.29763, 0.303686
9.573, -0.0151583, 0.00145919, 1.54883, -1.94538, -0.0905273, -0.313376, 0.138644, -0.357927, -0.105686, -0.311917, -1.95935, -1.30453, 0.84317, 0.614949, 14.1025, -6.95673, 1.21896, 0.307653
9.574, -0.0136206, 0.00466154, 1.54847, -1.9466, -0.0938801, -0.31765, 0.138006, -0.358678, -0.107501, -0.312988, -1.81517, -1.07097, 0.802279, 0.654993, 14.1025, -6.95673, 1.17038, 0.331685
9.575, -0.0146575, 0.00890972, 1.54809, -1.94794, -0.0947945, -0.322991, 0.137226, -0.359454, -0.109452, -0.314082, -1.95134, -1.09346, 0.726863, 0.714343, 14.1025, -6.95673, 1.10015, 0.369795
9.576, -0.0148239, 0.00188763, 1.5476, -1.94953, -0.0966234, -0.317294, 0.136393, -0.360465, -0.111447, -0.315406, -1.99525, -1.32434, 0.661248, 0.682924, 14.1025, -6.95673, 1.03536, 0.373486
9.577, -0.0168274, -0.00585607, 1.54723, -1.95081, -0.0966234, -0.310527, 0.135544, -0.361135, -0.113451, -0.316384, -2.00345, -0.977622, 0.580373, 0.0251174, 14.1025, -6.95673, 0.964502, 0.354397
9.578, -0.0169078, -0.013807, 1.54682, -1.95198, -0.0981474, -0.303761, 0.135085, -0.362015, -0.115055, -0.317568, -1.6044, -1.18483, 0.52668, -0.0775314, 14.1025, -6.95673, 0.911211, 0.291499
9.579, -0.0179908, -0.018064, 1.54644, -1.95323, -0.0990618, -0.300556, 0.134297, -0.362722, -0.117053, -0.31862, -1.99747, -1.05209, 0.427429, -0.175136, 14.2508, -7.54494, 0.817374, 0.215174
9.58, -0.0184651, -0.0181841, 1.54604, -1.95439, -0.100281, -0.301625, 0.133804, -0.36357, -0.118746, -0.319809, -1.69351, -1.18841, 0.358793, -0.255766, 14.2508, -7.54494, 0.751108, 0.135145
9.581, -0.020915, -0.0168457, 1.54562, -1.95562, -0.0996714, -0.304117, 0.133156, -0.364387, -0.120586, -0.320963, -1.84029, -1.15433, 0.251845, -0.321351, 14.2508, -7.54494, 0.656404, 0.0628695
9.582, -0.0216196, -0.0137329, 1.54514, -1.95715, -0.101195, -0.308391, 0.132115, -0.365215, -0.122815, -0.322124, -2.22865, -1.16053, 0.145242, -0.365043, 14.2508, -7.54494, 0.553323, 0.00361727
9.583, -0.0244912, -0.00958667, 1.54443, -1.95929, -0.100891, -0.314089, 0.130727, -0.366439, -0.125382, -0.323675, -2.5668, -1.55151, 0.0225662, -0.387127, 14.2508, -7.54494, 0.444998, -0.0391951
